"DT_GERACAO";"HH_GERACAO";"CD_PLEITO";"SG_UF";"CD_MUNICIPIO";"NM_MUNICIPIO";"NR_ZONA";"NR_URNA_ESPERADA";"CD_CARGA_URNA_ESPERADA";"CD_FLASHCARD_URNA_ESPERADA";"DT_CARGA_URNA_ESPERADA";"ST_CORRESP_ALTERADA"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1069460";"790123792998940273961504";"6027700B";"27/09/2018 20:11:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1067574";"678911675360366477004924";"FE7FF557";"27/09/2018 19:46:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1059547";"42648049154314762044619";"961D5064";"27/09/2018 19:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1043771";"103254102529092829933620";"6027700B";"27/09/2018 20:00:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1034486";"173961176580346676079314";"27782C2D";"27/09/2018 20:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1034089";"446688449163715860392098";"6027700B";"27/09/2018 19:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1033832";"52749058198042652165530";"FE7FF557";"27/09/2018 20:00:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1033703";"103254105560977844508089";"961D5064";"28/09/2018 13:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1031882";"375981375070220336877217";"C67F3190";"27/09/2018 19:57:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1031141";"264870263776779259618791";"961D5064";"27/09/2018 19:26:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1030983";"648608648427987008572382";"27782C2D";"27/09/2018 19:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1028355";"12345012534965988302196";"C67F3190";"28/09/2018 15:23:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1024608";"315375311281952579165689";"961D5064";"27/09/2018 20:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1014605";"881032883121224949579413";"C67F3190";"27/09/2018 20:05:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1014421";"416385415674172980526438";"C67F3190";"27/09/2018 19:47:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01074";"CRUZEIRO DO SUL";"4";"1013332";"2244001919922175076427";"6027700B";"27/09/2018 19:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01066";"PORTO WALTER";"4";"1210809";"265570269771187063386214";"A2527D82";"28/09/2018 15:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01066";"PORTO WALTER";"4";"1192597";"346378346479310905516554";"A2527D82";"28/09/2018 11:47:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01066";"PORTO WALTER";"4";"1175454";"942338945139427359976262";"A2527D82";"28/09/2018 15:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01066";"PORTO WALTER";"4";"1105192";"93853099454023207838840";"A2527D82";"28/09/2018 11:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01066";"PORTO WALTER";"4";"1103421";"922136929437082151408741";"A2527D82";"28/09/2018 15:26:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01066";"PORTO WALTER";"4";"1101159";"598803592704803686110311";"A2527D82";"28/09/2018 15:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01066";"PORTO WALTER";"4";"1071694";"679611673912299097946252";"A2527D82";"28/09/2018 11:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01066";"PORTO WALTER";"4";"1029971";"669510662711754019374661";"A2527D82";"27/09/2018 19:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1210287";"357101353431987816080436";"49C9566F";"27/09/2018 10:45:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1196307";"549020540790566250774812";"F02F9C58";"27/09/2018 11:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1177081";"488414480144101503069200";"49C9566F";"27/09/2018 09:46:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1138687";"943060940830626799013099";"F02F9C58";"27/09/2018 10:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1107096";"387404387062317020592698";"98311815";"27/09/2018 10:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1105344";"751141753799580990292047";"98311815";"27/09/2018 09:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1105078";"852151859521419581992590";"F02F9C58";"27/09/2018 10:44:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1105060";"993565992635356859936525";"F02F9C58";"27/09/2018 09:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1104857";"589424588482267130974727";"98311815";"27/09/2018 10:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1104701";"700636708006213573851480";"F02F9C58";"27/09/2018 10:52:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1103159";"397505392563909813226137";"98311815";"27/09/2018 10:52:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1102314";"387404384062580040278345";"98311815";"27/09/2018 09:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1101506";"680434688292310344298000";"98311815";"27/09/2018 10:45:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1101396";"730939737269591081048815";"49C9566F";"27/09/2018 11:38:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1099813";"448010442780213682776587";"F02F9C58";"27/09/2018 11:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1078201";"872353876883642918768666";"49C9566F";"27/09/2018 11:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1077843";"266292260250039146749312";"98311815";"27/09/2018 11:28:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1077151";"437909436367910768144366";"98311815";"27/09/2018 11:50:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1064703";"559121554291417179685087";"F02F9C58";"27/09/2018 11:38:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1033091";"357101351231868545743922";"49C9566F";"27/09/2018 10:52:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1014991";"336999336029014652781335";"49C9566F";"27/09/2018 10:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01058";"BRASILÉIA";"6";"1013920";"579323578953596621511072";"49C9566F";"27/09/2018 11:49:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1195365";"874031877917354436664557";"CD01FCDC";"28/09/2018 11:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1193535";"227566227717456272251675";"E8D5FE5F";"27/09/2018 19:22:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1104499";"96253096904320203027279";"E8D5FE5F";"28/09/2018 15:27:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1104200";"338677339963793686560981";"CD01FCDC";"28/09/2018 15:39:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1101433";"550899556850592031690735";"E8D5FE5F";"28/09/2018 11:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1100920";"439687434438577051587069";"E8D5FE5F";"28/09/2018 15:17:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1075953";"853829856180339773440722";"E8D5FE5F";"28/09/2018 11:40:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1034826";"308374304060740339933332";"CD01FCDC";"28/09/2018 11:22:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1030630";"439687436073649093503717";"CD01FCDC";"28/09/2018 15:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1008094";"762920769206800333048810";"CD01FCDC";"28/09/2018 11:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01040";"MARECHAL THAUMATURGO";"4";"1004094";"409384402070634878503101";"CD01FCDC";"28/09/2018 15:27:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01031";"SANTA ROSA DO PURUS";"3";"1104851";"449577441643489955711838";"B547B8A7";"26/09/2018 17:15:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01031";"SANTA ROSA DO PURUS";"3";"1104846";"449577445043458135032049";"B547B8A7";"26/09/2018 18:13:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01031";"SANTA ROSA DO PURUS";"3";"1096714";"601193601859653209824557";"B547B8A7";"26/09/2018 17:50:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01031";"SANTA ROSA DO PURUS";"3";"1080258";"661799660465355721269443";"B547B8A7";"26/09/2018 17:10:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01031";"SANTA ROSA DO PURUS";"3";"1075872";"944527947693216487093701";"B547B8A7";"26/09/2018 18:08:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01031";"SANTA ROSA DO PURUS";"3";"1034812";"197052198218608456112081";"B547B8A7";"26/09/2018 17:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01031";"SANTA ROSA DO PURUS";"3";"1034810";"186951186317031129297300";"B547B8A7";"26/09/2018 17:21:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01031";"SANTA ROSA DO PURUS";"3";"1023727";"85941080007697756255523";"B547B8A7";"26/09/2018 17:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01031";"SANTA ROSA DO PURUS";"3";"1000147";"500183507349869925552493";"B547B8A7";"26/09/2018 17:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1763536";"975508977094607027318012";"B3CC483C";"28/09/2018 14:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1763376";"561467565927375226934437";"E8AEB3F4";"28/09/2018 15:21:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1763366";"702881706267792495793898";"B3CC483C";"28/09/2018 15:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1763093";"96720098606041663914982";"B3CC483C";"28/09/2018 14:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1762931";"611972610832820069318756";"E8AEB3F4";"28/09/2018 14:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1762901";"904801900487729378173403";"B3CC483C";"28/09/2018 14:14:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1761827";"672578674164799039899022";"B3CC483C";"28/09/2018 14:27:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1761812";"359346355332182185293813";"B3CC483C";"28/09/2018 15:30:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1761546";"611972612732240526351707";"E8AEB3F4";"28/09/2018 14:20:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1761363";"531164530024488758350694";"E8AEB3F4";"28/09/2018 14:42:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1760733";"864497861957914718495131";"E8AEB3F4";"28/09/2018 14:26:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1758343";"510962512848727601536722";"B3CC483C";"28/09/2018 14:37:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1758280";"5811008771376930036505";"E8AEB3F4";"28/09/2018 15:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1758086";"571568578428432856744303";"E8AEB3F4";"28/09/2018 14:32:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1757692";"430154437840711868920051";"B3CC483C";"28/09/2018 15:19:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1757549";"824093821853640417247233";"E8AEB3F4";"28/09/2018 14:14:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01023";"PORTO ACRE";"1";"1752293";"541265542551400999590672";"B3CC483C";"28/09/2018 14:32:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1192913";"127734124696715114181879";"12EBE806";"28/09/2018 14:02:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1178232";"945916942478997353494815";"12EBE806";"28/09/2018 13:45:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1106557";"733895739657496931357342";"12EBE806";"28/09/2018 12:25:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1105218";"743996743258871918617071";"12EBE806";"28/09/2018 11:58:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1105008";"370259377021518276892528";"12EBE806";"28/09/2018 13:55:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1104724";"713693713055713697573698";"12EBE806";"28/09/2018 14:34:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1075780";"774299774561320316159314";"12EBE806";"28/09/2018 11:41:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1072261";"451067453829253809074330";"12EBE806";"28/09/2018 12:43:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1034262";"390461391523112594685003";"12EBE806";"28/09/2018 12:07:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1032401";"531875535037571395974124";"12EBE806";"28/09/2018 11:48:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01015";"CAPIXABA";"2";"1014148";"976219977681612645434984";"12EBE806";"28/09/2018 11:51:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1848240";"623461620142076900485620";"1D9EE409";"29/09/2018 15:55:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1763570";"552754551835450891888830";"1D9EE409";"29/09/2018 16:02:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1763041";"643663646866561374299258";"632C5110";"29/09/2018 16:11:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1762834";"997198996601568710632151";"632C5110";"29/09/2018 16:29:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1762618";"714370713851169131598051";"1D9EE409";"29/09/2018 16:36:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1761770";"754774753455090588345370";"1D9EE409";"29/09/2018 16:17:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1761523";"512350516831431927473428";"1D9EE409";"29/09/2018 16:11:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1761160";"259724253127361325651206";"632C5110";"29/09/2018 16:05:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1758907";"795178799059347055289231";"1D9EE409";"29/09/2018 15:39:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1758330";"360835367516583514792525";"1D9EE409";"29/09/2018 16:24:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1758214";"603259600662011508969571";"632C5110";"29/09/2018 16:18:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1758184";"431542435945813602344899";"632C5110";"29/09/2018 16:35:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1758078";"128411124614274986068057";"632C5110";"29/09/2018 16:23:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1757800";"98108094189124558104150";"1D9EE409";"29/09/2018 16:30:00";"*"
"27/10/2018";"14:41:59";"229";"AC";"01007";"BUJARI";"9";"1757060";"461845468826561472882466";"1D9EE409";"29/09/2018 15:50:00";"*"
